freshBlood,hotStreak,inactive,leaguePoints,losses,rank,summonerName,tier,veteran,wins
False,False,False,84,134,IV,LoLSillyGnome,iron,True,62
False,False,False,38,71,IV,AaronTorkil,iron,False,21
False,False,False,67,81,IV,CammyIce,iron,True,26
False,False,False,15,64,IV,ZipZap,iron,True,39
False,False,False,73,53,IV,lRON IMMIGRANT,iron,False,8
False,False,False,82,137,IV,noface,iron,True,101
False,False,False,0,193,IV,is this taken,iron,True,78
False,False,False,45,67,IV,Niloc Jin,iron,True,49
False,False,False,85,15,IV,bodyshot,iron,False,3
False,False,False,95,7,IV,SquishyGhost,iron,False,3
False,False,False,90,159,IV,Chase to DIE,iron,True,69
False,False,False,70,8,IV,LadyYunie,iron,False,3
False,False,False,60,27,IV,MUNICOS,iron,False,12
False,False,False,75,16,IV,Bump1,iron,False,6
False,False,False,0,175,IV,Edstr0m11,iron,True,68
False,False,False,0,9,IV,gbrenik,iron,False,0
False,False,False,86,6,IV,Khankore,iron,False,2
False,False,False,68,6,IV,millerlite86,iron,False,2
False,False,False,78,10,IV,RiftKitty Nyx,iron,False,2
False,False,False,49,229,IV,Toxic Brent,iron,True,141
False,False,False,30,24,IV,PUCK73,iron,False,19
False,False,False,37,16,IV,icecold11786,iron,False,5
False,False,False,16,30,IV,intelleganve,iron,False,16
False,False,False,44,41,IV,spack,iron,False,30
False,False,False,57,14,IV,iSnatchBitches,iron,False,2
False,False,False,0,87,IV,greenhead44,iron,True,51
False,False,False,72,44,IV,Mateo Fuego,iron,False,19
False,False,False,70,9,IV,Malpositioning,iron,False,2
False,False,False,27,16,IV,Aadek,iron,False,2
False,False,False,0,46,IV,KADAMA,iron,False,10
False,False,False,0,11,IV,DasBirney,iron,False,0
False,False,False,70,7,IV,InducedPsychosis,iron,False,1
False,False,False,89,10,IV,ZeeKiller,iron,False,2
False,False,False,94,7,IV,Groedius,iron,False,3
False,False,False,67,7,IV,Benyamien,iron,False,1
False,False,False,41,11,IV,Reaper grim,iron,False,1
False,False,False,27,193,IV,Bikini Funny,iron,True,152
False,False,False,100,9,IV,koz1974,iron,False,5
False,False,False,45,178,IV,ML1,iron,True,116
False,False,False,98,9,IV,ShadowEli,iron,False,2
False,False,False,71,75,IV,PsuedoDiety,iron,False,14
False,False,False,46,126,IV,paule383,iron,True,85
False,False,False,91,12,IV,710Space Invader,iron,False,3
False,False,False,35,9,IV,thesunlightman,iron,False,1
False,False,False,60,39,IV,FiddlesticksPro,iron,False,23
False,False,False,70,7,IV,I Miranda Kerr I,iron,False,1
False,False,False,19,10,IV,Jalleyfish,iron,False,2
False,False,False,61,8,IV,RankinDeath,iron,False,1
False,False,False,70,7,IV,DrakothX,iron,False,1
False,False,False,89,62,IV,Kawi232,iron,True,44
False,False,False,81,11,IV,MariusTook,iron,False,2
False,False,False,55,11,IV,HitomiUri,iron,False,6
False,True,False,100,65,IV,THORSanger,iron,True,55
False,False,False,72,13,IV,deucetin,iron,False,2
False,False,False,15,82,IV,DarrowAndromedus,iron,True,66
False,False,False,63,8,IV,Lilstocky,iron,False,1
False,False,False,0,101,IV,Jarmageddon,iron,True,39
False,False,False,34,41,IV,RexMex,iron,False,31
False,False,False,40,36,IV,SrA Ortsac,iron,False,21
False,False,False,100,27,IV,Master0fTwilight,iron,False,3
False,False,False,78,11,IV,LocoJames,iron,False,6
False,False,False,99,8,IV,oman9807,iron,False,2
False,False,False,70,8,IV,Kenneth 87,iron,False,1
False,True,False,100,78,IV,NanoClutch,iron,True,59
False,False,False,87,34,IV,juicyjoos,iron,False,27
False,False,False,70,7,IV,aBrownMan,iron,False,1
False,False,False,0,14,IV,xFujiApples,iron,False,4
False,False,False,22,52,IV,bigpimpin003,iron,False,2
False,False,False,0,9,IV,Laughrica,iron,False,0
False,False,False,64,166,IV,Ghandi Z,iron,True,119
False,False,False,75,75,IV,Gatekeep,iron,True,56
False,False,False,75,155,IV,ELMEXICANCHILE,iron,True,131
False,False,False,0,9,IV,Bararo,iron,False,0
False,False,False,44,35,IV,MarkusDavidicas,iron,False,26
False,False,False,46,12,IV,XxDanNyLxX,iron,False,3
False,False,False,81,166,IV,lordgraybane,iron,True,110
False,False,False,61,8,IV,Nocturnal Greed,iron,False,1
False,False,False,65,13,IV,Wofrick,iron,False,3
False,False,False,56,234,IV,I Only Heal ADC,iron,True,168
True,False,False,70,7,IV,Magani,iron,False,1
False,False,False,67,7,IV,Ping is 420 ms,iron,False,1
False,False,False,0,42,IV,69stonedstud420x,iron,False,0
False,False,False,85,17,IV,Garthbok,iron,False,5
False,False,False,80,16,IV,Dieametrik,iron,False,8
False,False,False,50,21,IV,Valkery Draconis,iron,False,16
False,False,False,58,9,IV,BloodDisciple,iron,False,1
False,False,False,98,35,IV,LostMyMind,iron,False,20
False,False,False,71,43,IV,BAKEee,iron,False,29
False,False,False,75,31,IV,YellowBedwetter,iron,False,21
False,False,False,84,8,IV,Vekst,iron,False,2
False,False,False,10,33,IV,Wisemight,iron,False,22
False,False,False,39,14,IV,kreepndeth,iron,False,4
False,True,False,84,7,IV,Teemo Mayne,iron,False,5
False,False,False,27,24,IV,2 Fast 2 Ferrous,iron,False,8
False,False,False,45,9,IV,KXNG Crooked,iron,False,1
False,False,False,0,8,IV,LeonMagnus5,iron,False,0
False,False,False,70,9,IV,xSlowTurtleX,iron,False,3
False,False,False,83,16,IV,battalion4289,iron,False,9
False,False,False,84,21,IV,Sweet Okole,iron,False,8
False,False,False,50,51,IV,Ultimate Taliban,iron,False,30
False,False,False,0,47,IV,woodstock77,iron,False,2
False,False,False,70,7,IV,JChem,iron,False,1
False,False,False,68,55,IV,Penalizing,iron,False,39
False,False,False,80,12,IV,Airihaw,iron,False,3
False,False,False,61,7,IV,pie454,iron,False,1
False,False,False,26,101,IV,boktar,iron,True,79
False,False,False,90,8,IV,Slaya Umuya,iron,False,3
False,False,False,42,96,IV,Dekkro,iron,False,29
False,False,False,100,164,IV,Misantrophe,iron,True,84
False,False,False,64,14,IV,Logout at ode,iron,False,9
False,False,False,41,24,IV,CrahnK,iron,False,5
False,False,False,0,64,IV,karmaco,iron,False,31
False,False,False,64,8,IV,SlashNslice,iron,False,1
False,False,False,79,8,IV,BattletoaderJR,iron,False,2
False,False,False,34,14,IV,DARKONE88,iron,False,5
False,False,False,96,8,IV,Slanmaughter,iron,False,2
False,False,False,44,28,IV,ZJSpaMM,iron,False,17
False,False,False,0,20,IV,Ðarkdemise,iron,False,2
False,False,False,50,10,IV,Deekor,iron,False,1
False,False,False,99,77,IV,p0rtabldrknz,iron,True,69
False,False,False,66,7,IV,Nalurate,iron,False,1
False,False,False,46,41,IV,youkn0wwh0,iron,False,18
False,False,False,55,22,IV,Mersades,iron,False,9
False,False,False,48,44,IV,SPEEDING 4 IRON,iron,False,15
False,False,False,59,12,IV,You Are BBQ,iron,False,5
False,False,False,0,27,IV,kimchissibal,iron,False,1
False,False,False,35,9,IV,FOOLISHBUM,iron,False,1
False,False,False,58,13,IV,Colonel Hannibal,iron,False,2
False,False,False,71,56,IV,bedwetter247,iron,False,23
False,False,False,93,9,IV,GuardianHM28,iron,False,2
False,False,False,33,203,IV,Loli Kitten,iron,True,51
False,False,False,63,17,IV,Ice Cream Sunde,iron,False,4
False,False,False,70,7,IV,thomascashino,iron,False,1
False,False,False,75,10,IV,Misterkorean,iron,False,5
False,False,False,72,76,IV,idadar,iron,True,62
False,False,False,64,8,IV,vidaholic,iron,False,1
False,False,False,70,7,IV,NBzo,iron,False,1
False,False,False,79,7,IV,Sea of Japan,iron,False,3
False,False,False,70,7,IV,3jwa,iron,False,1
False,False,False,83,8,IV,Tsistu,iron,False,2
False,False,False,100,17,IV,Driedfruits,iron,False,8
False,False,False,75,39,IV,Send Feet,iron,False,15
False,False,False,90,8,IV,getch22,iron,False,2
False,False,False,29,60,IV,Rokoe92,iron,False,23
False,False,False,83,7,IV,IceFrezz,iron,False,3
False,False,False,100,10,IV,FieryOmega,iron,False,4
False,False,False,41,68,IV,Blackdynamite19,iron,True,32
False,False,False,25,13,IV,LgLethos,iron,False,5
False,False,False,64,8,IV,Sang Suu Nhi,iron,False,1
False,False,False,67,33,IV,HashSolo787,iron,False,16
False,False,False,23,16,IV,Syanide,iron,False,4
False,False,False,34,4,I,Sinon21SAO,bronze,False,4
False,False,False,58,9,I,Karoshio,bronze,False,7
False,False,False,0,6,I,Eraxx,bronze,False,9
False,False,False,50,9,I,Elite SmrF ,bronze,False,9
False,False,False,17,17,I,tiddyistiddy,bronze,False,9
False,False,False,72,12,I,Subt3rfug3,bronze,False,10
False,False,False,0,16,I,AccntWhenImDrnk,bronze,False,13
False,False,False,0,42,I,WizzleBear,bronze,False,36
False,False,False,67,139,I,BGWolff,bronze,True,114
False,False,False,100,11,I,LavaSquiid,bronze,False,21
False,False,False,100,16,I,SoloTeemoOnlyPls,bronze,False,19
False,True,False,100,70,I,K1llerTaco666,bronze,True,63
False,False,False,39,90,I,popcorn2727,bronze,True,69
False,False,False,52,23,I,du5hwua,bronze,False,21
False,False,False,13,120,I,Dooms4Day,bronze,True,90
False,False,False,88,12,I,Tuckination28,bronze,False,10
False,False,False,41,45,I,Balz3,bronze,False,37
False,False,False,25,28,I,Rich Shoota,bronze,False,21
False,False,False,22,10,I,repíV,bronze,False,6
False,False,False,26,6,I,Stock Stang,bronze,False,7
False,False,False,0,16,I,im rly bored,bronze,False,11
False,False,False,77,14,I,MaoMaoDuck,bronze,False,9
False,False,False,44,19,I,Xelyia,bronze,False,11
False,False,False,60,20,I,DarkWolfDragon6,bronze,False,13
False,False,False,0,12,I,DidItMyWay,bronze,False,12
False,False,False,0,127,I,DXYF,bronze,True,109
True,False,False,0,6,I,deeznutsfuf,bronze,False,4
False,False,False,0,7,I,Thiccucboi69,bronze,False,5
False,False,False,100,220,I,nicckname,bronze,True,217
False,False,False,74,40,I,Ghandiren,bronze,False,36
False,False,False,100,10,I,DarkPhoenix602,bronze,False,9
False,True,False,89,37,I,spaceb6,bronze,False,39
False,False,False,25,28,I,dabontheyeeters,bronze,False,16
False,False,False,100,19,I,biboyo,bronze,False,15
False,False,False,56,11,I,Dekker959,bronze,False,7
False,False,False,45,17,I,cawsi,bronze,False,12
False,False,False,0,13,I,FutaPrincess,bronze,False,10
False,False,False,43,3,I,Aaron Bill,bronze,False,7
False,False,False,0,33,I,nawfsideboy,bronze,False,21
False,True,False,0,19,I,Gøn Zøldyck,bronze,False,15
False,False,False,0,78,I,LongDongler,bronze,False,69
False,False,False,34,8,I,RidingLawnmowerr,bronze,False,8
False,False,False,60,17,I,heyjes,bronze,False,18
False,False,False,0,7,I,Enderburst,bronze,False,4
False,False,False,68,13,I,gillwordon,bronze,False,11
False,False,False,0,16,I,CheerzMates  ,bronze,False,15
False,False,False,43,14,I,REALTlMSHADY,bronze,False,8
False,False,False,3,174,I,Kingdom G7,bronze,True,163
False,False,False,100,267,I,Gingorbroth,bronze,True,265
False,False,False,0,9,I,1trent,bronze,False,4
False,True,False,32,16,I,Ediblebleach,bronze,False,16
False,False,False,25,30,I,Renner01,bronze,False,21
False,True,False,100,9,I,LethalPianist,bronze,False,11
False,False,False,66,10,I,Hi im Optimist,bronze,False,10
False,False,False,0,7,I,gunieapigmike,bronze,False,4
False,False,False,60,5,I,JRC2,bronze,False,5
False,False,False,30,9,I,Deducation,bronze,False,12
True,False,False,14,111,I,ttvTropicalBlue,bronze,False,87
False,False,False,90,21,I,5th acc im toxic,bronze,False,20
False,False,False,100,29,I,Trajan32,bronze,False,31
False,False,False,51,11,I,McL0v1nn,bronze,False,10
False,False,False,0,10,I,DistrictChamps,bronze,False,4
False,False,False,60,19,I,GETOUTTAMYREAR,bronze,False,16
False,False,False,36,24,I,Zontafer2,bronze,False,14
False,False,False,100,54,I,o0Ciel0o,bronze,True,53
False,False,False,42,96,I,Badracks,bronze,True,84
False,False,False,0,4,I,Ąisiteru,bronze,False,8
False,False,False,79,13,I,Záela,bronze,False,11
False,False,False,45,8,I,EdgaryG,bronze,False,8
False,False,False,43,21,I,trybeforeyoubuy,bronze,False,13
False,False,False,0,8,I,tonylwh,bronze,False,7
False,False,False,32,22,I,The ageof16 uzi,bronze,False,17
False,False,False,100,33,I,jungnam2,bronze,False,22
False,False,False,100,107,I,1010010010101010,bronze,True,123
False,False,False,81,16,I,Driv3time,bronze,False,10
False,False,False,80,7,I,UZzZiii,bronze,False,13
False,False,False,0,7,I,Aleccio,bronze,False,4
False,False,False,2,8,I,c1de,bronze,False,4
False,False,False,34,4,I,BogoSort94,bronze,False,4
False,False,False,0,33,I,Torture Method,bronze,False,19
False,False,False,56,13,I,xEcstacy,bronze,False,10
False,False,False,79,5,I,BladeCV19,bronze,False,8
False,False,False,52,13,I,4mbl,bronze,False,8
False,False,False,71,9,I,ElioTheRecluse,bronze,False,9
False,False,False,0,12,I,9inchdingdong,bronze,False,5
False,True,False,63,2,I,Kotoamatsúkami,bronze,False,7
False,False,False,100,18,I,Hwcstyle,bronze,False,20
False,False,False,100,71,I,Laxus slaydragon,bronze,True,70
False,False,False,67,19,I,IAmPhat25,bronze,False,14
False,False,False,34,21,I,mikemillan,bronze,False,17
False,False,False,100,16,I,HeavC,bronze,False,18
False,False,False,23,14,I,Bellie Bop,bronze,False,17
False,False,False,26,29,I,onlyforloltg,bronze,False,18
False,False,False,9,5,I,Mikeelele,bronze,False,6
False,False,False,5,7,I,NoodIesensation,bronze,False,4
False,False,False,27,8,I,aStanley,bronze,False,7
False,True,False,0,7,I,LuvEP23,bronze,False,15
False,False,False,61,18,I,Powder God,bronze,False,19
False,False,False,17,205,I,astreauxx,bronze,True,186
False,False,False,26,15,I,FLOH FINEST,bronze,False,8
False,False,False,18,16,I,coolerunit,bronze,False,12
False,False,False,20,58,I,xmarin20,bronze,False,48
False,False,False,0,32,I,Bellaconic,bronze,False,24
False,False,False,47,46,I,DanishDotDash,bronze,False,45
False,True,False,66,36,I,HomeworkNvrDone,bronze,False,28
False,False,False,41,9,I,syareun,bronze,False,9
False,False,False,0,34,I,Zeraxi,bronze,False,22
False,False,False,48,10,I,ZenMastaKiddo13,bronze,False,7
False,False,False,39,53,I,ClearlyHated,bronze,True,51
False,False,False,25,67,I,GuppyXD,bronze,True,56
False,False,False,8,27,I,XxRuinedKingxX,bronze,False,16
False,False,False,33,121,I,l8tr B1tch,bronze,True,122
False,False,False,1,16,I,viet nam mobile ,bronze,False,7
False,False,False,6,46,I,DreadLogic,bronze,False,36
False,False,False,50,7,I,ZAZAHUITT,bronze,False,11
False,False,False,4,12,I,PlatyPuss09,bronze,False,10
False,False,False,17,18,I,mattcube64,bronze,False,18
False,False,False,82,29,I,marvb0t,bronze,False,18
False,False,False,29,19,I,sealeo,bronze,False,15
False,False,False,60,17,I,EternalCosmos00,bronze,False,10
False,False,False,90,31,I,im réformed,bronze,False,28
False,False,False,100,7,I,BiliHaser,bronze,False,7
False,False,False,36,17,I,jetailletameuf,bronze,False,9
False,False,False,100,17,I,Yarrick Evil Eye,bronze,False,11
False,False,False,36,56,I,FallopianNube33,bronze,False,41
False,False,False,35,8,I,Ferroptosis,bronze,False,9
False,False,False,52,34,I,Illrunitdown,bronze,False,21
False,False,False,50,21,I,ArmerMorrox,bronze,False,32
False,False,False,3,35,I,Your Dads BF,bronze,False,27
False,False,False,77,24,I,Papa Vlad ,bronze,False,16
False,False,False,0,4,I,0100111001001000,bronze,False,6
False,False,False,25,36,I,TDaviis,bronze,False,28
False,False,False,66,20,I,L00NAR,bronze,False,13
False,False,False,0,44,I,TheGamingF,bronze,False,32
False,True,False,100,13,I,xAbject,bronze,False,11
False,False,False,100,25,I,Opioides,bronze,False,27
False,False,False,64,2,I,ijustwannasup,bronze,False,10
False,False,False,22,6,I,Ariescho,bronze,False,2
False,False,False,25,49,I,baozoubaipipig,bronze,False,49
False,False,False,74,10,I,kuboftw,bronze,False,9
False,False,False,67,41,I,PlayerKX,bronze,False,34
False,True,False,72,4,I,eason11111,bronze,False,9
False,False,False,0,5,I,big stonk,bronze,False,9
False,False,False,90,14,I,Oskapurt,bronze,False,15
False,False,False,0,150,I,Kevin Rpman,bronze,True,139
False,False,False,90,21,I,RoundTheory,bronze,False,16
False,False,False,0,18,I,Xxluo,bronze,False,11
False,False,False,42,51,I, DerpFresh,bronze,False,38
False,False,False,100,25,I,thaeli,bronze,False,24
False,False,False,0,85,I,Pi31,bronze,True,60
False,False,False,76,13,I,An Honorable Lad,bronze,False,20
False,False,False,52,9,I,dankeater,bronze,False,9
False,False,False,21,7,I,GodMaruSun,bronze,False,8
False,False,False,82,3,I,Hudsap,bronze,False,5
False,False,False,11,43,I,Your Soy Girl,bronze,False,36
False,False,False,3,55,I,ZZombzie,bronze,False,43
False,False,False,0,15,I,Blonde Carrot,bronze,False,10
False,False,False,3,9,I,Kawakill,bronze,False,5
False,True,False,100,35,I,walrusnutz,bronze,False,27
False,False,False,0,62,I,JungleShrooms,bronze,True,60
False,False,False,23,16,I,PilateAmu,bronze,False,11
False,False,False,51,64,I,CryoStarVEVO,bronze,False,43
False,False,False,0,12,I,cdvv14,bronze,False,5
False,False,False,11,19,I,FearOfCrit,bronze,False,13
False,False,False,0,41,I,Darguun Zur,bronze,False,29
False,False,False,57,7,I,4ngrycarebear,bronze,False,8
False,False,False,22,34,I,BornToCarryYou,bronze,False,24
False,False,False,0,15,I,TYT Baba,bronze,False,7
False,False,False,100,32,I,Desired Kill,bronze,False,34
False,False,False,8,27,I,Losharas,bronze,False,21
False,False,False,41,29,I,CookiesandCrumbs,bronze,False,34
True,False,False,0,34,I,Mondzerstörer,bronze,False,27
False,False,False,33,19,I,URTOOSKINNY,bronze,False,14
False,False,False,43,11,I,Redpundazzz,bronze,False,9
False,False,False,52,7,I,WRG JF EF,bronze,False,8
False,False,False,59,8,I,ƒingerƒire,bronze,False,10
False,False,False,71,25,I,Czaos,bronze,False,26
False,False,False,22,4,I,NigNul Asian,bronze,False,6
False,False,False,20,208,I,adrian5,bronze,True,200
False,False,False,68,3,I,Røse Red,bronze,False,5
False,False,False,47,12,I,primecamper,bronze,False,10
False,False,False,28,15,I,BakaSushi,bronze,False,11
False,False,False,0,19,I,UbiquitousDæmon,bronze,False,12
False,False,False,8,56,I,IamEmptyInside,bronze,False,38
False,True,False,100,16,I,Hopscotch111,bronze,False,9
False,False,False,26,21,I,D3a7HN073,bronze,False,15
False,False,False,53,4,I,CH94,bronze,False,9
False,False,False,10,59,I,NepNeppp,bronze,False,49
False,False,False,34,4,I,CynicsVsDreamer,bronze,False,4
False,False,False,44,14,I,ethicalAngel,bronze,False,8
False,False,False,0,7,I,not toxic sínged,bronze,False,11
False,True,False,0,44,I,NubNub6969696969,bronze,False,42
False,False,False,54,19,I,Hookhandsam,bronze,False,11
False,False,False,71,18,I,DiggleDank69420,bronze,False,24
False,False,False,0,31,I,Shap the Goat ,bronze,False,24
False,False,False,50,18,I,LiHingMuii,bronze,False,11
False,False,False,20,110,I,djling,bronze,True,98
False,True,False,0,97,I,httpspencerrr,bronze,True,86
False,False,False,0,42,I,lemon67,bronze,False,32
False,False,False,100,40,I,Doninkui,bronze,False,38
False,False,False,68,11,I,Bambreeezy,bronze,False,9
False,False,False,40,66,I,KingolWings,bronze,False,51
False,True,False,0,5,I,Parallelvan,bronze,False,7
False,False,False,0,5,I,nefar204,bronze,False,6
False,False,False,53,96,I,rizeenroe,bronze,True,85
False,False,False,87,66,II,Kawaii03030,silver,True,54
False,True,False,78,31,II,R0ses R Red,silver,False,39
False,False,False,0,95,II,black face,silver,True,96
False,False,False,56,27,II,Dxvers,silver,False,35
False,False,False,0,16,II,iceklays,silver,False,17
False,False,False,89,74,II,Walrus672,silver,False,88
False,False,False,0,53,II,Ecrypto911,silver,False,51
False,True,False,100,210,II,Hobit102,silver,True,210
False,False,False,59,68,II,GOAT CARRY,silver,False,78
False,True,False,0,279,II,paybackisthename,silver,True,284
False,True,False,0,5,II,Black Placidus,silver,False,9
False,False,False,0,183,II,dexter0429,silver,True,180
False,False,False,52,66,II,Frijax,silver,False,68
False,False,False,0,12,II,Joblęss,silver,False,14
False,False,False,8,45,II,Chipj11,silver,False,42
False,False,False,48,145,II,spac3b01,silver,True,150
False,True,False,100,99,II,JSGurdad,silver,True,110
False,False,False,21,206,II,xBatguyx,silver,True,205
False,True,False,20,42,II,itmeJack,silver,False,47
False,False,False,0,135,II,Xulky,silver,True,128
False,False,False,69,121,II,Eater 0f Worlds,silver,True,118
False,True,False,0,31,II,HonyChan,silver,False,33
False,False,False,71,15,II,MiDaMao,silver,False,17
False,False,False,20,64,II,KeyboardMasher69,silver,True,80
False,False,False,38,183,II,Eazy97,silver,True,206
False,False,False,55,298,II,CLG TEEMO MP,silver,True,297
False,True,False,40,102,II,Armada77,silver,True,101
False,False,False,18,58,II,ChickenSoup306,silver,False,81
False,False,False,9,23,II,Giriboy18,silver,False,24
False,False,False,33,29,II,Brianus,silver,False,34
False,False,False,0,24,II,zxcvjt,silver,False,38
False,False,False,60,44,II,Lilith03ntropy,silver,False,60
False,False,False,0,83,II,Flashretriever,silver,True,83
False,False,False,100,31,II,HUSTKAI,silver,False,33
False,False,False,52,12,II,Pneumonoule,silver,False,19
False,False,False,6,29,II,RêformedBTW,silver,False,29
False,False,False,81,342,II,SPiCaever,silver,True,337
False,False,False,54,27,II,Raphtalîa,silver,False,29
False,True,False,100,266,II,KennenNkel,silver,True,271
False,False,False,0,49,II,komododrag0,silver,False,53
False,True,False,0,6,II,RemiAmi69,silver,False,13
False,False,False,9,65,II,YELLOWSKINFL0W,silver,True,67
False,False,False,0,22,II,Chickens Attack,silver,False,20
False,False,False,82,137,II,Cooler755,silver,True,131
False,False,False,0,10,II,rorkxdms,silver,False,13
False,False,False,65,65,II,japan is mine,silver,False,65
False,False,False,19,75,II,MAGlenn,silver,False,72
False,False,False,0,97,II,Thatoneasiankid4,silver,False,101
False,False,False,64,42,II,I Vitali I,silver,False,47
False,False,False,75,149,II,ducksrnotcool,silver,True,172
False,False,False,45,56,II,Juliuss,silver,True,60
False,False,False,47,295,II,Horde,silver,True,293
False,False,False,5,29,II,microwavvve,silver,False,51
False,False,False,0,13,II,Actorbineeee,silver,False,15
False,False,False,33,4,II,Hé wo zhàndòu,silver,False,4
False,False,False,100,245,II,RaiotAreCucks,silver,True,228
False,False,False,0,137,II,Bway is Reformed,silver,True,123
False,False,False,17,64,II,Fat Titz,silver,True,55
False,False,False,31,87,II,0mints,silver,False,95
True,False,False,28,8,II,OSBORNREADYY,silver,False,12
False,False,False,0,20,II, lEmmal,silver,False,23
False,False,False,77,35,II,JBEMPIRE,silver,False,34
False,False,False,0,40,II,HaThuy2410,silver,False,31
False,False,False,17,6,II,Eye of Ouzzles 2,silver,False,14
False,False,False,20,22,II,Decemben,silver,False,10
False,False,False,55,30,II,RABBITBMADDOX,silver,False,40
False,False,False,18,45,II,PlasmaRider1,silver,False,46
False,False,False,78,46,II,Fior,silver,False,50
False,False,False,7,17,II,Asuramashi,silver,False,18
False,False,False,36,148,II,MrAggin,silver,True,153
False,False,False,0,66,II,Gobber12,silver,False,62
False,False,False,4,16,II,Noh1,silver,False,15
False,False,False,17,14,II,McWeeWee,silver,False,18
False,False,False,65,118,II,VictorbNr,silver,True,147
False,False,False,7,32,II,IKeepYouMoistV3,silver,False,31
False,False,False,64,90,II,KindKO,silver,True,85
False,False,False,2,26,II,herdadur,silver,False,22
False,False,False,30,35,II,troispointzero,silver,False,39
False,False,False,44,41,II,Pioppolo,silver,False,37
False,False,False,16,10,II,raylol777,silver,False,16
False,False,False,45,29,II,theClawwwwwwwwww,silver,False,45
False,False,False,0,277,II,The Trump Train,silver,False,284
False,False,False,38,6,II,VictoriousVi Bot,silver,False,5
False,True,False,0,163,II,MrCutchy,silver,True,177
False,True,False,100,28,II,Tonight Im Drunk,silver,False,37
False,True,False,0,24,II,IHATEMIDENG,silver,False,28
False,True,False,75,50,II,MKJKsao,silver,False,47
False,False,False,13,19,II,H1de0n8us,silver,False,19
False,False,False,46,34,II,Skawtie,silver,False,31
False,False,False,0,110,II,Intoxicated4Life,silver,True,108
False,False,False,89,11,II,yeeeeeeeeeettt,silver,False,9
False,False,False,31,7,II,oTroy,silver,False,11
False,False,False,65,165,II,Mr Bravo,silver,True,165
False,False,False,12,138,II,KOREA OMEGALOL,silver,True,149
False,False,False,25,15,II,Admir3,silver,False,10
False,False,False,52,17,II,psychopomp127,silver,False,22
False,False,False,78,36,II,Allvre,silver,False,44
False,False,False,49,14,II,Åmber,silver,False,19
False,False,False,98,102,II,SmellMii,silver,True,97
False,False,False,78,7,II,Rybú,silver,False,17
False,False,False,27,39,II,ÁngęŁ,silver,False,41
